X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Minimum_of_Luminosity,Cluster_Label,True_Label,Pastry,Z_Scratch,K_Scratch,Stains,Dirtiness,Bumps,Other_Faults
0.0246334310850439,0.026916325336454,0.0203519788884464,0.0203544142470731,0.0017359632630868,0.0014358188953766,0.0023690154812407,0.0020679545212197,0.3287037037037037,0.8112874779541448,1.0,0.0,0.1538461538461538,0.050040192926045,0.2558533742981248,0.1749521024503378,0.0036596523330283,0.4628652597402597,1.0,1.0,0.4353124295983779,0.2171216328296852,0.3859158898255336,0.912493065012357,0.4312004875076173,0.5257661748013621,0.3743842364532019,1,0,1,0,0,0,0,0,0
0.3782991202346041,0.3785839672322996,0.1950063127125759,0.1950073368950605,0.0006943853052347,0.0007657700775342,0.0015977081152553,0.000961680811349,0.3981481481481481,0.8112874779541448,1.0,0.0,0.1538461538461538,0.768388263665595,0.4018434156160611,0.2002621760613088,0.0024016468435498,0.5941558441558441,0.9650063051702396,1.0,0.3548036946771253,0.1720817857271645,0.3433911757108976,0.8998335602965655,0.5017062766605729,0.2036322360953461,0.4137931034482758,1,0,1,0,0,0,0,0,0
0.4862170087976539,0.4862492685781158,0.1191901300898724,0.1191904178486535,0.0004520055288792,0.0005743275581506,0.000991680899124,0.0006661971135944,0.4074074074074074,0.6984126984126986,1.0,0.0,0.2307692307692307,0.9756832797427654,0.3629621781968429,0.3277200766360795,0.0025160109789569,0.7463474025974025,0.944724674232871,1.0,0.3175087554017244,0.1720817857271645,0.2947613121375068,0.8360821102536946,0.5338817794028031,0.1089670828603859,0.4876847290640394,1,0,1,0,0,0,0,0,0
0.5002932551319648,0.5008777062609713,0.0279377108715241,0.0279402121629142,0.0011398400293476,0.0010529338566095,0.0024241088645253,0.001617266393608,0.412037037037037,0.2222222222222223,0.0,1.0,0.9615384615384616,0.7322146302250805,0.4675283398665113,0.1485328224261369,0.004231473010064,0.5317573051948051,1.0,1.0,0.3982427755135478,0.1962064115971295,0.3881935802005307,0.9257073687395976,0.5131627056672761,0.4565266742338252,0.4876847290640394,2,0,1,0,0,0,0,0,0
0.7560117302052786,0.7618490345231129,0.0378528565207366,0.0378716749012862,0.0157677870726418,0.005551833062123,0.0142691862707288,0.0212817280473298,0.412037037037037,0.2222222222222223,0.0,1.0,0.5576923076923077,0.0698352090032154,0.4752622099798707,0.0583845921145507,0.0126944190301921,0.2728287337662337,0.9879150903741069,1.0,0.6309623773731746,0.3351844506148353,0.5658769107943739,0.9707973974882737,0.4873248019500305,1.0,0.1822660098522167,2,0,1,0,0,0,0,0,0
0.252199413489736,0.2557050906963136,0.0072057905781772,0.0072115577205028,0.0041139053932775,0.0017229826744519,0.0047380309624814,0.0053581331434875,0.4166666666666666,0.2821869488536155,0.0,1.0,0.0,0.6229903536977492,0.3620086873609492,0.1190884340022184,0.0073193046660567,0.5434253246753247,1.0,1.0,0.5116636287300059,0.2669936172514515,0.4554206682790522,0.9404347606798812,0.4705667276051188,0.9856980703745744,0.3152709359605911,2,0,1,0,0,0,0,0,0
0.2422287390029325,0.2586307782328847,0.0101499512863042,0.01018098188055,0.0592847831356082,0.0218244472097252,0.0237452481956916,0.1278336670933135,0.75,0.8112874779541448,0.0,1.0,0.4230769230769231,0.4919614147909968,0.3591482148532683,0.0717959060199657,0.0206999085086916,0.1309862012987012,0.9587011349306432,1.0,0.748704610154218,0.4390393422523529,0.6147650691525584,0.9640893730771172,0.7787934186471663,1.0,0.1133004926108374,2,0,1,0,0,0,0,0,0
0.1114369501466275,0.1146869514335869,0.0157325939729059,0.0157331872322618,0.0008516046196275,0.0008614913372259,0.0010467742824086,0.0017044880048285,0.625,0.8112874779541448,0.0,1.0,0.4230769230769231,0.226386655948553,0.3602076491153724,0.4958152667137239,0.0050320219579139,0.9077719155844156,1.0,1.0,0.372662666147828,0.2520644765785583,0.3054922863784722,0.7520048418822818,0.720901889092017,0.2461975028376844,0.6108374384236454,2,0,1,0,0,0,0,0,0
0.1935483870967742,0.1983616149795202,0.0325488529382559,0.0325498837991126,0.0017163108487877,0.0012443763759931,0.0013773345821166,0.0025448695230263,0.5138888888888888,0.8112874779541448,0.0,1.0,0.4230769230769231,0.3930868167202572,0.2319101599745736,0.4958152667137239,0.0070905763952424,0.864752435064935,1.0,1.0,0.4343088864767445,0.2931376437921459,0.3322610186207058,0.7520048418822818,0.5357708714198659,0.4997729852440409,0.2610837438423645,2,0,1,0,0,0,0,0,0
0.0434017595307917,0.0503218256290228,0.0595050485137874,0.0595166708676887,0.0098524103686137,0.0042117354264382,0.0091455016252548,0.0155260507055201,0.4907407407407407,0.8112874779541448,0.0,1.0,0.4230769230769231,0.0881229903536977,0.4514249390825299,0.0900473933649289,0.0091491308325709,0.3382711038961038,0.9810844892812104,1.0,0.589182214758228,0.3256644188813962,0.5200648085096391,0.954960407525092,0.569043266301036,1.0,0.2610837438423645,2,0,1,0,0,0,0,0,0
