PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Pastry,Z_Scratch,K_Scratch,Stains,Dirtiness,Bumps,Other_Faults
0.7391879306890218,0.26107617883659173,0.8429568215348225,-0.2794477632772499,-0.21854376175177997,-0.3856189775200738,0.25788046056821223,-0.21671310522475357,-0.12101749584473631,-0.22642577581673107,1,0,0,0,0,0,0
1.0411911097037099,0.39561417147167643,0.21861663207756077,-0.043884330977963404,0.3029952131182967,-0.3712556385024741,0.06826847196933983,-0.31708282559489565,-0.12105382575541954,-0.08794720521575067,1,0,0,0,0,0,0
1.1417500881078864,0.3986472419324817,-0.04573372839557828,-0.04636431319648199,0.4397712389593973,-0.301924364933557,0.04727542933193435,-0.18859005063163653,-0.16003704801596771,0.08466083293050311,1,0,0,0,0,0,0
-0.2720700422988659,0.9031682208338964,-0.24219221846506284,0.058484185380818066,0.30026009131528175,-0.608356497402062,0.13916487159018004,0.41154936212373555,0.31168437395805637,0.3266061280224338,1,0,0,0,0,0,0
-0.5715842284517156,0.8772729070637727,0.27682388794701857,0.7226192021209088,-0.18283128749697009,-0.3731634614792593,-0.062118383625614226,0.26613611276920046,0.23465586146420436,0.06018039416599563,1,0,0,0,0,0,0
-0.5909599002078089,0.6737849429452204,0.22839815128013036,0.003302277555682631,0.36400957295735237,-0.32679510940886,-0.08005705782428832,-0.1786001949070794,-0.05987925089123164,-0.09282246383008577,1,0,0,0,0,0,0
-0.6479241326615146,0.7408399080004268,0.5153251681541212,0.2551342647457389,0.34008470594520435,-0.3733145115984764,0.4836869799591941,-0.09933417076222804,-0.03108531308249654,-0.19935908408431652,1,0,0,0,0,0,0
-0.24917622191107486,0.5978106633469084,-0.24147046906926517,-0.5079996705327036,-0.17674195859195546,-0.18615127001026527,0.5654926821039054,-0.10566710743437417,-0.08715483038856545,0.11055587745426823,1,0,0,0,0,0,0
-0.30697684367560507,0.6002994962302436,-0.11893801807093819,-0.25663116565352645,-0.00408434550842196,-0.11941117029350662,0.5975669574308793,-0.24064157073030223,0.08888445168646392,0.15267953263299444,1,0,0,0,0,0,0
-0.6656409396245897,0.6535159621122496,0.6190284802188925,-0.02978703401391869,-0.04481265728469841,-0.4251477229157832,0.5067768978218647,-0.13841579832106715,0.10595786845193039,-0.18003645979055627,1,0,0,0,0,0,0
-0.49122575501329324,0.5724952629134185,0.2298722305849341,-0.23490843102863748,-0.1362519263885804,-0.34436105291450925,0.580560418193362,-0.30778659439992023,0.12746515577449308,0.11809213339148653,1,0,0,0,0,0,0
-0.4770929222024273,0.7806679969005826,0.24319865790972006,0.16981358714555933,0.3760891390149038,-0.4243964691601624,0.4224600577311417,0.03546313165834638,-0.01807347068430676,-0.20719084824976008,1,0,0,0,0,0,0
-0.5407433004723153,0.5857061205801272,0.31835173393162974,-0.24938103825539346,-0.14999003361496338,-0.38308000107285345,0.5793963672229517,-0.19861627271686622,0.039085840155515306,0.030032440838501123,1,0,0,0,0,0,0
-0.3866107247835226,0.8144088136964277,0.09362332068820822,0.1472112103012982,0.3586789270080426,-0.4284117549272825,0.4730411026252379,-0.18084585071323855,0.09935266755738337,-0.1117606698073276,1,0,0,0,0,0,0
-0.5031636935793539,0.6928152653833047,0.26826140641842555,0.14967444171245042,0.2831762577338688,-0.3085832560217496,0.5280967261956016,-0.20945245420103326,0.1289093868265938,-0.023634119792982494,1,0,0,0,0,0,0
-0.48580081835082123,0.8168786240566471,0.24760054493838268,0.35672429953480583,0.5562135526952218,-0.4102158539721146,0.42328857508824613,-0.09648664171078787,0.07377927459974304,-0.16497267299409935,1,0,0,0,0,0,0
-0.7051931069552921,0.6406063863868715,0.6852392258850213,0.10894067073208963,0.053377921419602514,-0.32559131799574564,0.5166757520565219,-0.1331648476782366,0.11741643370449939,-0.17406570998740148,1,0,0,0,0,0,0
-0.626464517445392,0.6355743857894928,0.5375254451145486,-0.06499764818071241,-0.030233078744057118,-0.3681203619836806,0.5032104090879294,-0.08327998798171242,0.0941506134897509,-0.16534974270441058,1,0,0,0,0,0,0
-0.2723427698596677,0.6464334824044323,-0.10454228448168813,-0.5330230155007976,-0.34847130543087723,-0.3810591293755247,0.5482814877706125,-0.2659353387242801,0.04881955477356176,0.06174297302100812,1,0,0,0,0,0,0
-0.11459967903116558,0.8671220554523914,-0.4757067939575413,0.6079208173324753,-0.39124535995571574,-0.12335534223202543,0.45995680223148916,0.10123694249482622,0.0624894636563193,0.20946996676764845,1,0,0,0,0,0,0
-0.43958498512743366,0.6350462938661977,0.21868390382732178,-0.3794244765506203,-0.26518568694862055,-0.35773811206166095,0.6604336410758859,-0.04232845678045076,0.13216414508984803,0.025456362020957524,1,0,0,0,0,0,0
-0.3541959039360113,0.6507110160174426,0.06758410844230608,-0.45851236637527554,-0.29580844276561036,-0.39715731065351834,0.6297095342617296,0.00013145079969704987,0.08038858609142319,0.04697996014252251,1,0,0,0,0,0,0
-0.26234942030848707,0.5964921781509683,-0.14647865075387756,-0.579930825056,-0.3314617219357343,-0.264304381600286,0.6655114047557307,-0.022705911778884896,0.05447368290517823,0.17295497900819246,1,0,0,0,0,0,0
-0.42938008548566087,0.655089303519718,0.1868419056515573,-0.32320613643025997,-0.19090072940404046,-0.42201671931258966,0.631700050447649,-0.046286018083478056,0.11444193931927338,0.04481052217566406,1,0,0,0,0,0,0
-0.3902498493217112,0.6808447572977131,0.11526753769983963,-0.39687976045335893,-0.215369341263491,-0.42933191033588347,0.5936515907049615,0.039446503404901696,0.01705292798201885,-0.023471114480675875,1,0,0,0,0,0,0
-0.18202848013959855,0.7457165336003829,-0.5407195573034073,0.2242822981005454,-0.5736544983175007,-0.018609839873425682,-0.2353646534305785,-0.26370964631337634,0.007791496331804704,0.18211789343237422,1,0,0,0,0,0,0
-0.4083255513389953,0.7258575597382187,-0.13986537685856093,0.5131425607654996,-0.36751117477027506,0.0066591015192727365,-0.2608917705277811,-0.18628247083164107,0.07266752831740786,0.06315586610999568,1,0,0,0,0,0,0
-0.041412286919710974,0.872157854250739,-0.6246173640377835,0.3135124961753017,-0.3255337035784234,-0.08691859270377911,-0.0776686128343908,-0.49773545234793193,0.05375237547724315,-0.11120959338364397,1,0,0,0,0,0,0
